"location","total_vaccinations","cum_total_vaccinations"
"Macao","2021-06-02",7686941
"Macao","2021-06-03",7874593
"Macao","2021-06-04",8067253
"Macao","2021-06-05",8266034
"Macao","2021-06-06",8469867
"Macao","2021-06-07",8678918
"Macao","2021-06-08",8894693
"Macao","2021-06-09",9117775
"Macao","2021-06-10",9348111
"Macao","2021-06-11",9585347
"Macao","2021-06-12",9830341
"Macao","2021-06-13",10081230
"Macao","2021-06-14",10336786
"Macao","2021-06-15",10598014
"Macao","2021-06-16",10865752
"Macao","2021-06-17",11139490
"Macao","2021-06-18",11419421
"Macao","2021-06-19",11706161
"Macao","2021-06-20",11998156
"Macao","2021-06-21",12294973
"Madagascar","2021-05-12",609
"Madagascar","2021-05-18",4499
"Madagascar","2021-05-21",18038
"Madagascar","2021-05-24",35296
"Madagascar","2021-05-26",57208
"Madagascar","2021-05-31",93848
"Madagascar","2021-06-08",172387
"Madagascar","2021-06-10",269687
"Madagascar","2021-06-14",406472
"Madagascar","2021-06-15",556801
"Madagascar","2021-06-20",745553
"Malawi","2021-03-17",5417
"Malawi","2021-03-18",14508
"Malawi","2021-03-19",29834
"Malawi","2021-03-21",54384
"Malawi","2021-03-22",79973
"Malawi","2021-03-23",118777
"Malawi","2021-03-24",173414
"Malawi","2021-03-26",263521
"Malawi","2021-03-27",373047
"Malawi","2021-03-28",484639
"Malawi","2021-03-30",607736
"Malawi","2021-03-31",742025
"Malawi","2021-04-01",887004
"Malawi","2021-04-02",1041805
"Malawi","2021-04-04",1201379
"Malawi","2021-04-05",1361824
"Malawi","2021-04-06",1526557
"Malawi","2021-04-09",1720184
"Malawi","2021-04-10",1924442
"Malawi","2021-04-11",2133795
"Malawi","2021-04-12",2346410
"Malawi","2021-04-13",2575630
"Malawi","2021-04-14",2816374
"Malawi","2021-04-16",3067742
"Malawi","2021-04-18",3325496
"Malawi","2021-04-19",3583603
"Malawi","2021-04-20",3844217
"Malawi","2021-04-21",4108148
"Malawi","2021-04-22",4375441
"Malawi","2021-04-26",4652883
"Malawi","2021-04-27",4933932
"Malawi","2021-04-28",5219756
"Malawi","2021-04-29",5510100
"Malawi","2021-04-30",5806227
"Malawi","2021-05-06",6117978
"Malawi","2021-05-08",6436116
"Malawi","2021-05-09",6755439
"Malawi","2021-05-10",7075739
"Malawi","2021-05-13",7406087
"Malawi","2021-05-15",7739042
"Malawi","2021-05-17",8073405
"Malawi","2021-05-18",8408637
"Malawi","2021-05-19",8745463
"Malawi","2021-05-20",9084944
"Malawi","2021-05-21",9426642
"Malawi","2021-05-22",9771036
"Malawi","2021-05-23",10115683
"Malawi","2021-05-25",10461489
"Malawi","2021-05-26",10809127
"Malawi","2021-05-28",11161734
"Malawi","2021-05-29",11516511
"Malawi","2021-05-30",11871604
"Malawi","2021-05-31",12226722
"Malawi","2021-06-01",12582856
"Malawi","2021-06-02",12939871
"Malawi","2021-06-03",13297521
"Malawi","2021-06-06",13656529
"Malawi","2021-06-07",14015713
"Malawi","2021-06-09",14383069
"Malawi","2021-06-10",14752743
"Malawi","2021-06-11",15127011
"Malawi","2021-06-12",15504625
"Malawi","2021-06-14",15885882
"Malawi","2021-06-15",16273245
"Malawi","2021-06-16",16666558
"Malawi","2021-06-17",17072725
"Malawi","2021-06-18",17486686
"Malawi","2021-06-19",17907371
"Malaysia","2021-02-27",3580
"Malaysia","2021-03-01",28832
"Malaysia","2021-03-02",82119
"Malaysia","2021-03-03",162455
"Malaysia","2021-03-04",262071
"Malaysia","2021-03-05",374985
"Malaysia","2021-03-06",502593
"Malaysia","2021-03-07",642313
"Malaysia","2021-03-08",808676
"Malaysia","2021-03-09",1004599
"Malaysia","2021-03-10",1228522
"Malaysia","2021-03-11",1478431
"Malaysia","2021-03-12",1754282
"Malaysia","2021-03-13",2046386
"Malaysia","2021-03-14",2348085
"Malaysia","2021-03-15",2669416
"Malaysia","2021-03-16",3015924
"Malaysia","2021-03-17",3383137
"Malaysia","2021-03-18",3768263
"Malaysia","2021-03-19",4167788
"Malaysia","2021-03-20",4581042
"Malaysia","2021-03-21",5009752
"Malaysia","2021-03-22",5462671
"Malaysia","2021-03-23",5944660
"Malaysia","2021-03-24",6455636
"Malaysia","2021-03-25",6992317
"Malaysia","2021-03-26",7543865
"Malaysia","2021-03-27",8110065
"Malaysia","2021-03-28",8690830
"Malaysia","2021-03-29",9312247
"Malaysia","2021-03-30",9973908
"Malaysia","2021-03-31",10672111
"Malaysia","2021-04-01",11412337
"Malaysia","2021-04-02",12182990
"Malaysia","2021-04-03",12970494
"Malaysia","2021-04-04",13772267
"Malaysia","2021-04-05",14602303
"Malaysia","2021-04-06",15464748
"Malaysia","2021-04-07",16357780
"Malaysia","2021-04-08",17277501
"Malaysia","2021-04-09",18218701
"Malaysia","2021-04-10",19175424
"Malaysia","2021-04-11",20155218
"Malaysia","2021-04-12",21174155
"Malaysia","2021-04-13",22224293
"Malaysia","2021-04-14",23302988
"Malaysia","2021-04-15",24408878
"Malaysia","2021-04-16",25534274
"Malaysia","2021-04-17",26669289
"Malaysia","2021-04-18",27814130
"Malaysia","2021-04-19",28991778
"Malaysia","2021-04-20",30202557
"Malaysia","2021-04-21",31434317
"Malaysia","2021-04-22",32695254
"Malaysia","2021-04-23",33974991
"Malaysia","2021-04-24",35265405
"Malaysia","2021-04-25",36570566
"Malaysia","2021-04-26",37905811
"Malaysia","2021-04-27",39275560
"Malaysia","2021-04-28",40684775
"Malaysia","2021-04-29",42106439
"Malaysia","2021-05-01",43540976
"Malaysia","2021-05-02",45010009
"Malaysia","2021-05-03",46510211
"Malaysia","2021-05-04",48079820
"Malaysia","2021-05-05",49704092
"Malaysia","2021-05-06",51383857
"Malaysia","2021-05-07",53091317
"Malaysia","2021-05-08",54825665
"Malaysia","2021-05-09",56592316
"Malaysia","2021-05-11",58468907
"Malaysia","2021-05-12",60363537
"Malaysia","2021-05-14",62258316
"Malaysia","2021-05-15",64163845
"Malaysia","2021-05-16",66079669
"Malaysia","2021-05-17",68055754
"Malaysia","2021-05-18",70108390
"Malaysia","2021-05-19",72411970
"Malaysia","2021-05-20",74796153
"Malaysia","2021-05-21",77240933
"Malaysia","2021-05-22",79730921
"Malaysia","2021-05-23",82266896
"Malaysia","2021-05-24",84897880
"Malaysia","2021-05-25",87628416
"Malaysia","2021-05-27",90488280
"Malaysia","2021-05-28",93421920
"Malaysia","2021-05-29",96420956
"Malaysia","2021-06-04",99841669
"Malaysia","2021-06-05",103334862
"Malaysia","2021-06-06",106909238
"Malaysia","2021-06-07",110548050
"Malaysia","2021-06-08",114338171
"Malaysia","2021-06-09",118283158
"Malaysia","2021-06-10",122386094
"Malaysia","2021-06-11",126613648
"Malaysia","2021-06-13",131103918
"Malaysia","2021-06-14",135792151
"Malaysia","2021-06-15",140696260
"Malaysia","2021-06-16",145805208
"Malaysia","2021-06-17",151135862
"Malaysia","2021-06-18",156646582
"Malaysia","2021-06-20",162462157
"Malaysia","2021-06-21",168513355
"Maldives","2021-02-02",880
"Maldives","2021-02-03",2458
"Maldives","2021-02-04",5662
"Maldives","2021-02-05",9931
"Maldives","2021-02-06",16785
"Maldives","2021-02-07",26537
"Maldives","2021-02-08",39471
"Maldives","2021-02-09",55722
"Maldives","2021-02-10",75883
"Maldives","2021-02-11",101210
"Maldives","2021-02-12",128577
"Maldives","2021-02-13",161683
"Maldives","2021-02-14",200274
"Maldives","2021-02-15",244091
"Maldives","2021-02-16",294138
"Maldives","2021-02-17",350356
"Maldives","2021-02-18",414404
"Maldives","2021-02-19",478452
"Maldives","2021-02-20",548461
"Maldives","2021-02-21",623474
"Maldives","2021-02-22",703633
"Maldives","2021-02-23",788743
"Maldives","2021-02-24",879608
"Maldives","2021-02-25",977919
"Maldives","2021-02-26",1077338
"Maldives","2021-02-27",1182830
"Maldives","2021-02-28",1294245
"Maldives","2021-03-01",1411360
"Maldives","2021-03-02",1535025
"Maldives","2021-03-03",1664449
"Maldives","2021-03-04",1801573
"Maldives","2021-03-05",1940400
"Maldives","2021-03-06",2086168
"Maldives","2021-03-07",2237811
"Maldives","2021-03-08",2395624
"Maldives","2021-03-09",2561299
"Maldives","2021-03-10",2736755
"Maldives","2021-03-11",2923685
"Maldives","2021-03-12",3112121
"Maldives","2021-03-13",3310327
"Maldives","2021-03-14",3516441
"Maldives","2021-03-15",3729152
"Maldives","2021-03-16",3943638
"Maldives","2021-03-17",4159490
"Maldives","2021-03-18",4377087
"Maldives","2021-03-19",4595133
"Maldives","2021-03-20",4813778
"Maldives","2021-03-21",5032690
"Maldives","2021-03-22",5253458
"Maldives","2021-03-23",5476428
"Maldives","2021-03-24",5701407
"Maldives","2021-03-25",5928830
"Maldives","2021-03-26",6156526
"Maldives","2021-03-27",6386656
"Maldives","2021-03-28",6618831
"Maldives","2021-03-29",6852706
"Maldives","2021-03-30",7088388
"Maldives","2021-03-31",7326104
"Maldives","2021-04-01",7566877
"Maldives","2021-04-02",7808004
"Maldives","2021-04-03",8053474
"Maldives","2021-04-04",8304107
"Maldives","2021-04-05",8560999
"Maldives","2021-04-06",8824831
"Maldives","2021-04-07",9095685
"Maldives","2021-04-08",9375871
"Maldives","2021-04-09",9658797
"Maldives","2021-04-10",9942550
"Maldives","2021-04-12",10241579
"Maldives","2021-04-14",10545331
"Maldives","2021-04-15",10857384
"Maldives","2021-04-16",11170747
"Maldives","2021-04-17",11490279
"Maldives","2021-04-18",11817944
"Maldives","2021-04-19",12153267
"Maldives","2021-04-20",12495646
"Maldives","2021-04-21",12845403
"Maldives","2021-04-22",13204108
"Maldives","2021-04-23",13565105
"Maldives","2021-04-24",13933255
"Maldives","2021-04-25",14308495
"Maldives","2021-04-26",14690573
"Maldives","2021-04-27",15077454
"Maldives","2021-04-28",15470044
"Maldives","2021-04-29",15867919
"Maldives","2021-05-01",16267469
"Maldives","2021-05-02",16673602
"Maldives","2021-05-03",17086238
"Maldives","2021-05-04",17505163
"Maldives","2021-05-05",17928933
"Maldives","2021-05-06",18356161
"Maldives","2021-05-07",18784992
"Maldives","2021-05-08",19216784
"Maldives","2021-05-09",19652020
"Maldives","2021-05-10",20089932
"Maldives","2021-05-11",20530919
"Maldives","2021-05-12",20973479
"Maldives","2021-05-13",21416655
"Maldives","2021-05-14",21860591
"Maldives","2021-05-15",22306478
"Maldives","2021-05-16",22755186
"Maldives","2021-05-17",23206787
"Maldives","2021-05-18",23660616
"Maldives","2021-05-19",24116556
"Maldives","2021-05-21",24575903
"Maldives","2021-05-22",25037755
"Maldives","2021-05-23",25502260
"Maldives","2021-05-24",25969000
"Maldives","2021-05-25",26438381
"Maldives","2021-05-26",26909217
"Maldives","2021-05-27",27381911
"Maldives","2021-05-28",27854946
"Maldives","2021-05-29",28329571
"Maldives","2021-05-30",28805876
"Maldives","2021-05-31",29283792
"Maldives","2021-06-01",29763086
"Maldives","2021-06-02",30244025
"Maldives","2021-06-03",30726365
"Maldives","2021-06-04",31208993
"Maldives","2021-06-05",31692996
"Maldives","2021-06-06",32178420
"Maldives","2021-06-07",32665253
"Maldives","2021-06-08",33153456
"Maldives","2021-06-09",33642871
"Maldives","2021-06-10",34133278
"Maldives","2021-06-12",34625112
"Maldives","2021-06-13",35117830
"Maldives","2021-06-14",35611460
"Maldives","2021-06-15",36106254
"Maldives","2021-06-16",36602127
"Maldives","2021-06-17",37098789
"Maldives","2021-06-19",37596660
"Mali","2021-04-02",643
"Mali","2021-04-12",26869
"Mali","2021-04-25",76772
"Mali","2021-05-14",161052
"Mali","2021-05-21",248577
"Mali","2021-05-26",358717
"Mali","2021-05-31",485759
"Mali","2021-06-08",638189
"Mali","2021-06-10",795318
"Mali","2021-06-14",958536
"Mali","2021-06-20",1134574
"Malta","2021-01-17",11705
"Malta","2021-01-18",24707
"Malta","2021-01-19",38983
"Malta","2021-01-20",54299
"Malta","2021-01-21",70830
"Malta","2021-01-22",88597
"Malta","2021-01-23",107527
"Malta","2021-01-25",128699
"Malta","2021-01-26",151070
"Malta","2021-01-27",174582
"Malta","2021-01-28",199262
"Malta","2021-01-29",225084
"Malta","2021-01-30",251931
"Malta","2021-01-31",279690
"Malta","2021-02-01",308692
"Malta","2021-02-02",338944
"Malta","2021-02-03",370577
"Malta","2021-02-04",404054
"Malta","2021-02-05",439730
"Malta","2021-02-06",477316
"Malta","2021-02-07",516573
"Malta","2021-02-08",557858
"Malta","2021-02-09",601195
"Malta","2021-02-10",645793
"Malta","2021-02-11",692137
"Malta","2021-02-12",740611
"Malta","2021-02-13",790786
"Malta","2021-02-14",842427
"Malta","2021-02-15",896074
"Malta","2021-02-16",951783
"Malta","2021-02-17",1009466
"Malta","2021-02-18",1069168
"Malta","2021-02-19",1131227
"Malta","2021-02-20",1194535
"Malta","2021-02-21",1258954
"Malta","2021-02-22",1325288
"Malta","2021-02-23",1394067
"Malta","2021-02-24",1465629
"Malta","2021-02-25",1539273
"Malta","2021-02-26",1615432
"Malta","2021-02-27",1693399
"Malta","2021-02-28",1773023
"Malta","2021-03-01",1854906
"Malta","2021-03-02",1939035
"Malta","2021-03-03",2025889
"Malta","2021-03-04",2115835
"Malta","2021-03-05",2208641
"Malta","2021-03-06",2304540
"Malta","2021-03-07",2402404
"Malta","2021-03-08",2504180
"Malta","2021-03-09",2609596
"Malta","2021-03-10",2718567
"Malta","2021-03-11",2831825
"Malta","2021-03-12",2948946
"Malta","2021-03-13",3069019
"Malta","2021-03-14",3191385
"Malta","2021-03-15",3317662
"Malta","2021-03-16",3448523
"Malta","2021-03-17",3582394
"Malta","2021-03-18",3720658
"Malta","2021-03-19",3860989
"Malta","2021-03-20",4004158
"Malta","2021-03-21",4150092
"Malta","2021-03-22",4300989
"Malta","2021-03-23",4456667
"Malta","2021-03-24",4616927
"Malta","2021-03-25",4783031
"Malta","2021-03-26",4954904
"Malta","2021-03-27",5131516
"Malta","2021-03-28",5312103
"Malta","2021-03-29",5498214
"Malta","2021-03-30",5689930
"Malta","2021-03-31",5887313
"Malta","2021-04-01",6090866
"Malta","2021-04-02",6299931
"Malta","2021-04-03",6512397
"Malta","2021-04-04",6728097
"Malta","2021-04-05",6947258
"Malta","2021-04-06",7170278
"Malta","2021-04-07",7397884
"Malta","2021-04-08",7630219
"Malta","2021-04-09",7868025
"Malta","2021-04-10",8109009
"Malta","2021-04-11",8353727
"Malta","2021-04-12",8603127
"Malta","2021-04-13",8858012
"Malta","2021-04-14",9117284
"Malta","2021-04-15",9381942
"Malta","2021-04-16",9651705
"Malta","2021-04-17",9926346
"Malta","2021-04-18",10202862
"Malta","2021-04-19",10485703
"Malta","2021-04-20",10774500
"Malta","2021-04-21",11070087
"Malta","2021-04-22",11371681
"Malta","2021-04-23",11679317
"Malta","2021-04-24",11990876
"Malta","2021-04-25",12304155
"Malta","2021-04-26",12622861
"Malta","2021-04-27",12946185
"Malta","2021-04-28",13273119
"Malta","2021-04-29",13604557
"Malta","2021-04-30",13940405
"Malta","2021-05-01",14280132
"Malta","2021-05-02",14622041
"Malta","2021-05-03",14968992
"Malta","2021-05-04",15321413
"Malta","2021-05-05",15680842
"Malta","2021-05-06",16046744
"Malta","2021-05-07",16419364
"Malta","2021-05-08",16795350
"Malta","2021-05-09",17175301
"Malta","2021-05-10",17562061
"Malta","2021-05-11",17954990
"Malta","2021-05-12",18355108
"Malta","2021-05-13",18762029
"Malta","2021-05-14",19176661
"Malta","2021-05-15",19597476
"Malta","2021-05-16",20021801
"Malta","2021-05-17",20452309
"Malta","2021-05-18",20889963
"Malta","2021-05-19",21335793
"Malta","2021-05-20",21789504
"Malta","2021-05-21",22250719
"Malta","2021-05-22",22719548
"Malta","2021-05-23",23194023
"Malta","2021-05-24",23676600
"Malta","2021-05-25",24167124
"Malta","2021-05-26",24665850
"Malta","2021-05-27",25170950
"Malta","2021-05-28",25680262
"Malta","2021-05-29",26192476
"Malta","2021-05-30",26708138
"Malta","2021-05-31",27228132
"Malta","2021-06-01",27756724
"Malta","2021-06-02",28291363
"Malta","2021-06-03",28832541
"Malta","2021-06-04",29379178
"Malta","2021-06-05",29930672
"Malta","2021-06-06",30484486
"Malta","2021-06-07",31042806
"Malta","2021-06-08",31607524
"Malta","2021-06-09",32178037
"Malta","2021-06-10",32754293
"Malta","2021-06-11",33336499
"Malta","2021-06-12",33923659
"Malta","2021-06-13",34513166
"Malta","2021-06-14",35109240
"Malta","2021-06-15",35713273
"Malta","2021-06-16",36323140
"Malta","2021-06-17",36939242
"Malta","2021-06-18",37560916
"Malta","2021-06-19",38186760
"Malta","2021-06-20",38815495
"Malta","2021-06-21",39446941
"Mauritania","2021-04-01",1366
"Mauritania","2021-04-08",4296
"Mauritania","2021-04-18",11334
"Mauritania","2021-05-09",26995
"Mauritania","2021-05-21",52736
"Mauritania","2021-05-23",81118
"Mauritania","2021-05-26",109888
"Mauritania","2021-05-31",147219
"Mauritania","2021-06-08",190826
"Mauritania","2021-06-10",235454
"Mauritania","2021-06-14",282157
"Mauritania","2021-06-15",331392
"Mauritania","2021-06-20",467395
"Mauritius","2021-02-01",207
"Mauritius","2021-02-17",4050
"Mauritius","2021-03-24",121373
"Mauritius","2021-05-12",342019
"Mauritius","2021-05-31",742820
"Mauritius","2021-06-08",1198062
"Mauritius","2021-06-20",1796925
"Mexico","2020-12-24",2924
"Mexico","2020-12-27",9748
"Mexico","2020-12-28",19327
"Mexico","2020-12-29",37856
"Mexico","2020-12-30",62854
"Mexico","2021-01-04",106814
"Mexico","2021-01-05",155050
"Mexico","2021-01-06",208235
"Mexico","2021-01-07",266637
"Mexico","2021-01-08",334105
"Mexico","2021-01-09",408899
"Mexico","2021-01-10",490199
"Mexico","2021-01-11",577259
"Mexico","2021-01-12",670138
"Mexico","2021-01-13",862705
"Mexico","2021-01-14",1192688
"Mexico","2021-01-15",1610063
"Mexico","2021-01-16",2073309
"Mexico","2021-01-17",2545451
"Mexico","2021-01-18",3037980
"Mexico","2021-01-19",3536102
"Mexico","2021-01-20",4037132
"Mexico","2021-01-21",4589467
"Mexico","2021-01-22",5204275
"Mexico","2021-01-23",5823043
"Mexico","2021-01-24",6452669
"Mexico","2021-01-25",7097774
"Mexico","2021-01-26",7750093
"Mexico","2021-01-27",8406137
"Mexico","2021-01-28",9063979
"Mexico","2021-01-29",9726196
"Mexico","2021-01-30",10396503
"Mexico","2021-01-31",11069830
"Mexico","2021-02-01",11745032
"Mexico","2021-02-02",12422571
"Mexico","2021-02-03",13109172
"Mexico","2021-02-04",13804260
"Mexico","2021-02-05",14504576
"Mexico","2021-02-06",15214774
"Mexico","2021-02-07",15928291
"Mexico","2021-02-08",16646111
"Mexico","2021-02-10",17370818
"Mexico","2021-02-11",18096265
"Mexico","2021-02-12",18822267
"Mexico","2021-02-13",19548580
"Mexico","2021-02-15",20298262
"Mexico","2021-02-16",21213645
"Mexico","2021-02-17",22271784
"Mexico","2021-02-18",23589839
"Mexico","2021-02-19",25163997
"Mexico","2021-02-20",26820301
"Mexico","2021-02-21",28509459
"Mexico","2021-02-22",30242863
"Mexico","2021-02-23",32044019
"Mexico","2021-02-24",33944803
"Mexico","2021-02-25",36033616
"Mexico","2021-02-26",38304648
"Mexico","2021-02-27",40688059
"Mexico","2021-02-28",43143154
"Mexico","2021-03-01",45670017
"Mexico","2021-03-02",48253452
"Mexico","2021-03-03",50887032
"Mexico","2021-03-04",53563067
"Mexico","2021-03-05",56294967
"Mexico","2021-03-06",59060772
"Mexico","2021-03-07",61853878
"Mexico","2021-03-08",64703508
"Mexico","2021-03-09",67804376
"Mexico","2021-03-10",71292376
"Mexico","2021-03-11",75092376
"Mexico","2021-03-12",79097507
"Mexico","2021-03-13",83311801
"Mexico","2021-03-14",87651727
"Mexico","2021-03-15",92056335
"Mexico","2021-03-16",96587119
"Mexico","2021-03-17",101324741
"Mexico","2021-03-18",106272263
"Mexico","2021-03-19",111459014
"Mexico","2021-03-20",116918028
"Mexico","2021-03-21",122530319
"Mexico","2021-03-22",128311678
"Mexico","2021-03-23",134238645
"Mexico","2021-03-24",140357943
"Mexico","2021-03-25",146601829
"Mexico","2021-03-26",153088999
"Mexico","2021-03-27",159813788
"Mexico","2021-03-28",166666384
"Mexico","2021-03-29",173684833
"Mexico","2021-03-30",181089745
"Mexico","2021-03-31",188940798
"Mexico","2021-04-02",197585244
"Mexico","2021-04-03",206572434
"Mexico","2021-04-04",215608434
"Mexico","2021-04-05",224895839
"Mexico","2021-04-06",234571356
"Mexico","2021-04-07",244660776
"Mexico","2021-04-08",255303649
"Mexico","2021-04-09",266288518
"Mexico","2021-04-10",277492701
"Mexico","2021-04-11",288887838
"Mexico","2021-04-12",300591002
"Mexico","2021-04-13",312998627
"Mexico","2021-04-14",325911590
"Mexico","2021-04-15",339333298
"Mexico","2021-04-16",353311479
"Mexico","2021-04-17",367552309
"Mexico","2021-04-18",381920383
"Mexico","2021-04-19",396491892
"Mexico","2021-04-20",411495502
"Mexico","2021-04-21",426973019
"Mexico","2021-04-22",442847828
"Mexico","2021-04-23",459062312
